;НАЗВАНИЕ;РУБРИКА;ПОДРУБРИКА;РЕГИОН;ГОРОД;АДРЕС;ТЕЛЕФОНЫ;ФАКСЫ;СОТОВЫЕ ТЕЛЕФОНЫ;EMAIL;САЙТ;X;Y;ОПИСАНИЕ;ИНДЕКС;ПН;ПЕРЕРЫВ;ВТ;ПЕРЕРЫВ;СР;ПЕРЕРЫВ;ЧТ;ПЕРЕРЫВ;ПТ;ПЕРЕРЫВ;СБ;ПЕРЕРЫВ;ВС;ПЕРЕРЫВ;ОПЛАТА;ВАЛЮТА;СРЕДНИЙ ЧЕК;КУХНЯ;ДОПОЛНИТЕЛЬНО
9,85692E+14;Владелита, ООО;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Брянская 2-я, 12 ст3;8(391)2911251;;;;;92.846367871177;56.039058714679;;660048;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-15:00;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
9,85692E+14;Владелита, ООО;Продукты питания / Напитки;Рыба / Морепродукты;Красноярский край;Красноярск;Брянская 2-я, 12 ст3;8(391)2911251;;;;;92.846367871177;56.039058714679;;660048;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-15:00;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
9,85692E+14;РыбТорг, ООО;Продукты питания / Напитки;Рыба / Морепродукты;Красноярский край;Красноярск;Сплавучасток, 11а;8(391)2717589;;;;;92.77955332663;55.976665077901;;660054;08:00-18:00;;08:00-18:00;;08:00-18:00;;08:00-18:00;;08:00-18:00;;Выходной;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
9,85692E+14;Семья, гипермаркет;Торговые комплексы / Спецмагазины;Гипермаркеты;Красноярский край;Красноярск;Высотная, 2 ст8;8(391)2525353;;;gmfamily2013@yandex.ru;;92.785844900744;56.025610508031;Приглашаем всех посетить наш семейный гипермаркет. В наличии широкий ассортимент товара на любой вкус.Одежда и обувь. Женская, мужская, детская одежда.Верхняя одежда. Нижнее белье.Большой выбор обуви для всей семьи, на любой сезон,а также чулочно-носочных изделий.Домашний уют.Полотенца, подушки, постельное белье, пледы, скатерти, аксессуары для ванной комнаты и кухни, домашняя утварь.Галантерея. Зонты, галстуки, головные уборы и другие аксессуары для всей семьи.Кожгалантерея.Чемоданы,сумки,рюкзаки.Внимание!У нас новое поступление. Готовимся к школе вместе.,micro_comment:Готовимся к школе ! Одежда, обувь, аксессуары, домашний текстиль.,sponsored_article:{title:Товары для всей семьи,text:Готовимся к школе ! Одежда, обувь, аксессуары, домашний текстиль.},filial_group:985699289597822,lo;660062;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Профсоюз, ООО, чайная компания;Продукты питания / Напитки;Чай / Кофе;Красноярский край;Красноярск;Шахтёров, 49;89059710197;;89059710197;;;92.891425338631;56.038526021719;;660020;10:00-17:00;;10:00-17:00;;10:00-17:00;;10:00-17:00;;10:00-17:00;;10:00-15:00;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
9,85692E+14;Берёзка, минимаркет;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Алексеева, 89;8(391)2805186;;;;;92.906230293478;56.047174239268;;660077;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;10:00-23:00;;Наличный расчет, Без начиный расчет, Visa, Mastercard, Золотая корона, American Express;RUB;;;
9,85692E+14;Рыбоперерабатывающий цех, ИП Заикина Н.Г.;Продукты питания / Напитки;Рыба / Морепродукты;Красноярский край;Красноярск;Кутузова, 1 ст31;8(391)2506303, 89620808310;;89620808310;kirillova08ne@mail.ru;;92.983574092734;55.997275451543;По-настоящему качественные морепродукты по приемлемой цене  это теперь не проблема! Наша компания предлагает вам следующие виды продукции оптом и в розницу:рыба соленая, холодного копчения, горячего копчения, вяленая,пресервы рыбные,фарш рыбный,икра лососевая, икра сельди, икра мойвы,другие морепродукты.Наша стратегия  качество товара и качество услуги.  Наша задача  довольный клиент.  Доставка по городу бесплатная.,micro_comment:Широкая линейка ассортимента рыбы и морепродуктов (оптом и в розницу),sponsored_article:{title:СИБРЫБА, ИП Заикина Н. Г.,text:Широкая линейка ассортимента рыбы и морепродуктов (оптом и в розницу)},filial_group:985700389611995,lo;660050;08:00-17:00;;08:00-17:00;;08:00-17:00;;08:00-17:00;;08:00-17:00;;Выходной;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
9,85692E+14;Свежие продукты, ООО, сеть мясных магазинов, Левый берег;Продукты питания / Напитки;Мясо птицы / Полуфабрикаты;Красноярский край;Красноярск;Королёва, 5а;;;;;;92.90160425274;55.990101322462;;660093;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Мясной, магазин свежего мяса;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Комсомольский проспект, 3;8(391)2663262;;;;;92.931791020324;56.062516150115;;660118;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Мясной, магазин свежего мяса;Продукты питания / Напитки;Мясо птицы / Полуфабрикаты;Красноярский край;Красноярск;Комсомольский проспект, 3;8(391)2663262;;;;;92.931791020324;56.062516150115;;660118;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Надежда, магазин фруктов и овощей;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;9 Мая, 39е;;;;;;92.927842106746;56.065115880648;;660118;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;10:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Краснодарский чай, оптово-розничная компания;Продукты питания / Напитки;Чай / Кофе;Красноярский край;Красноярск;Спандаряна, 3;8(391)2978323, 89029278323;;89029278323;;;92.896008124557;56.028416194356;;660020;10:00-17:00;;10:00-17:00;;10:00-17:00;;10:00-17:00;;10:00-17:00;;10:00-17:00;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
9,85692E+14;Деревенский, магазин;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Маерчака, 43к\1;;;;;;92.831811667941;56.025667038858;;660075;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Чайный Оазис, интернет-магазин;Продукты питания / Напитки;Чай / Кофе;Красноярский край;Красноярск;\n        \n;;;;;http://чайный-оазис.рф;;;;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;Наличный расчет, Оплата через интернет, Visa;RUB;;;
9,85692E+14;Минимаркет, ООО Белоснежка;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Сосновый Бор, 40;;;;;;92.708163000512;55.98134044687;;660011;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет, Visa, Mastercard, Золотая корона;RUB;;;
9,85692E+14;Рулька, мясной магазин;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Алёши Тимошенкова, 81а\1;;;;;;92.940487886332;55.970990136592;;660052;10:00-19:00;13:00-14:00;10:00-19:00;13:00-14:00;10:00-19:00;13:00-14:00;10:00-19:00;13:00-14:00;10:00-19:00;13:00-14:00;10:00-19:00;13:00-14:00;10:00-19:00;13:00-14:00;Наличный расчет;RUB;;;
9,85692E+14;Магазин фруктов и овощей на ул. Алёши Тимошенкова, 81а;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Алёши Тимошенкова, 81а;;;;;;92.940126366663;55.970876776158;;660052;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет, Оплата через интернет, Без начиный расчет, Visa, Mastercard, Золотая корона, American Express;RUB;;;
9,85692E+14;Светофор, сеть супермаркетов, ООО Торгсервис 24;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Кутузова, 1 ст84;89504012727;;89504012727;;;92.984745851123;55.990959223704;;660050;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Элитный чай, интернет-магазин;Продукты питания / Напитки;Чай / Кофе;Красноярский край;Красноярск;\n        \n;8(391)2087818;;;;http://elitetea24.ru;;;;;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;09:00-23:00;;Наличный расчет, Оплата через интернет, Без начиный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Елена, ООО, торгово-производственная компания;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;26 Бакинских Комиссаров, 1а;8(391)2723963;;;;;93.032764988221;56.032698272629;;660004;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;Выходной;;Выходной;;Наличный расчет, Без начиный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Vivo & Jolly, пекарня;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;Алексеева, 19;8(391)2084540;;;;;92.920391459553;56.053453715352;;660098;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Красный Яр, сеть гастрономов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Свободный проспект, 36г;;8(391)2771390(доп.860);;;http://krasyar.ru;92.809622447999;56.023672398653;;660028;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Магазин фруктов и овощей на Караульной, 19\2;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Караульная, 19\2;;;;;;92.864618903399;56.042784255323;;660048;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;09:00-18:00;;Наличный расчет;RUB;;;
9,85692E+14;Командор, сеть супермаркетов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Газеты Красноярский Рабочий проспект, 111;8(391)2570957;;;info@sm-komandor.ru;http://sm-komandor.ru;92.923968445751;56.000337648073;Торговая сеть Командор (входит в группу компаний Командор) &ndash, один из самых крупнейших операторов на рынке розничной торговли Красноярского края и Хакасии. Образована в 1999 году. Развивает 3 формата розничной торговли: гипермаркет, супермаркет, магазин у дома. В составе сети 9 гипермаркетов Аллея, 80 супермаркетов и магазинов шаговой доступности Командор в 11 городах Красноярского края и республики Хакасия, предлагающих широкий выбор свежих продуктов питания и качественных сопутствующих товаров в комфортной обстановке и по хорошим ценам.,micro_comment:Территория присутствия  Красноярский край и Хакасия,sponsored_article:{title:Торговая сеть Командор,text:Территория присутствия  Красноярский край и Хакасия},filial_group:985699289401478,lo;660025;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;07:00-00:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Командор, сеть супермаркетов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Металлургов проспект, 9а к1;8(391)2570962;;;info@sm-komandor.ru;http://sm-komandor.ru;92.969601720938;56.059814690301;Торговая сеть Командор (входит в группу компаний Командор) &ndash, один из самых крупнейших операторов на рынке розничной торговли Красноярского края и Хакасии. Образована в 1999 году. Развивает 3 формата розничной торговли: гипермаркет, супермаркет, магазин у дома. В составе сети 9 гипермаркетов Аллея, 80 супермаркетов и магазинов шаговой доступности Командор в 11 городах Красноярского края и республики Хакасия, предлагающих широкий выбор свежих продуктов питания и качественных сопутствующих товаров в комфортной обстановке и по хорошим ценам.,micro_comment:Территория присутствия  Красноярский край и Хакасия,sponsored_article:{title:Торговая сеть Командор,text:Территория присутствия  Красноярский край и Хакасия},filial_group:985699289401478,lo;660055;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Командор, сеть супермаркетов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Судостроительная, 101;;;;info@sm-komandor.ru;http://sm-komandor.ru;92.853038665782;55.986302296903;Торговая сеть Командор (входит в группу компаний Командор) &ndash, один из самых крупнейших операторов на рынке розничной торговли Красноярского края и Хакасии. Образована в 1999 году. Развивает 3 формата розничной торговли: гипермаркет, супермаркет, магазин у дома. В составе сети 9 гипермаркетов Аллея, 80 супермаркетов и магазинов шаговой доступности Командор в 11 городах Красноярского края и республики Хакасия, предлагающих широкий выбор свежих продуктов питания и качественных сопутствующих товаров в комфортной обстановке и по хорошим ценам.,micro_comment:Территория присутствия  Красноярский край и Хакасия,sponsored_article:{title:Торговая сеть Командор,text:Территория присутствия  Красноярский край и Хакасия},filial_group:985699289401478,lo;660012;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Магазин морепродуктов на Волжской, 9\1;Продукты питания / Напитки;Рыба / Морепродукты;Красноярский край;Красноярск;Волжская, 9\1;;;;;;93.012249388368;55.996835565329;;660013;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;Наличный расчет;RUB;;;
9,85692E+14;Премьер, оптово-розничная компания, ИП Корнилова Н.В.;Продукты питания / Напитки;Чай / Кофе;Красноярский край;Красноярск;Шахтёров, 49ж;8(391)2972048, 89029664317;;89029664317;;http://globaltea-shop.ru;92.886843325607;56.039406877037;;660020;09:00-17:00;;09:00-17:00;;09:00-17:00;;09:00-17:00;;09:00-17:00;;09:00-17:00;;09:00-17:00;;Наличный расчет;RUB;;;
9,85692E+14;Магазин фруктов и овощей на Львовской, 35;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Львовская, 35;;;;;;93.015933790023;55.998856334608;;660013;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;Наличный расчет;RUB;;;
9,85692E+14;Чайный желудок, салон-магазин;Продукты питания / Напитки;Чай / Кофе;Красноярский край;Красноярск;Газеты Красноярский Рабочий проспект, 27 ст78;89233092187;;89233092187;;;93.010323013559;56.020376892841;;660004;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;Наличный расчет;RUB;;;
9,85692E+14;Березовский, сеть фирменных магазинов;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;8 Марта, 5\2;;;;;;92.820885520273;56.026627334949;;660018;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;Наличный расчет, Без начиный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Магазин фруктов и овощей на проспекте 60 лет образования СССР, 7а\4;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;60 лет образования СССР проспект, 7а\4;;;;;;92.927518644855;56.115989986018;;660119;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Магазин фруктов и овощей на проспекте 60 лет образования СССР, 16\2;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;60 лет образования СССР проспект, 16\2;;;;;;92.928345486916;56.11721225083;;660119;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;Наличный расчет;RUB;;;
9,85692E+14;Магазин овощей и фруктов на Джамбульской, 2Б\2;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Джамбульская, 2Б\2;;;;;;92.987512663729;56.061036238045;;660055;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;Наличный расчет;RUB;;;
9,85692E+14;Лента, гипермаркет;Торговые комплексы / Спецмагазины;Гипермаркеты;Красноярский край;Красноярск;9 Мая, 62;88007004111, 8(391)2709569;;;;;92.901491825377;56.054120820619;;660125;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;00:00-24:00;;Наличный расчет, Без начиный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Ермолинские полуфабрикаты, сеть магазинов;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Говорова, 53\2;;;;;;93.026186929599;55.99861382684;;660013;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;Наличный расчет;RUB;;;
9,85692E+14;Магазин овощей и фруктов на ул. Шевченко, 5\2;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Шевченко, 5\2;;;;;;93.024678831176;55.994206181962;;660092;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Океан-Красноярск, ООО;Продукты питания / Напитки;Мясо птицы / Полуфабрикаты;Красноярский край;Красноярск;Гастелло, 23;8(391)2934979, 89016241646;;89016241646;;;92.962668209702;55.996042890084;;660003;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Океан-Красноярск, ООО;Продукты питания / Напитки;Рыба / Морепродукты;Красноярский край;Красноярск;Гастелло, 23;8(391)2934979, 89016241646;;89016241646;;;92.962668209702;55.996042890084;;660003;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Бабушкины плюшки, булочная;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;Мирошниченко, 5\1;;;;;;92.754700435321;56.029549843603;;660130;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;Наличный расчет;RUB;;;
9,85692E+14;Магазин фруктов о овощей на ул. Попова, 4\2;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Попова, 4\2;;;;;;92.768032519822;56.039836425596;;660115;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;Наличный расчет;RUB;;;
9,85692E+14;Светофор, сеть супермаркетов, ООО Торгсервис 24;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Телевизорная, 1 ст15;;;;;;92.792421375429;56.023597756498;;660028;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;09:00-20:00;;Наличный расчет;RUB;;;
9,85692E+14;Командор, сеть супермаркетов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;9 Мая, 7;8(391)2570956;;;info@sm-komandor.ru;http://sm-komandor.ru;92.939993458362;56.070354797368;Торговая сеть Командор (входит в группу компаний Командор) &ndash, один из самых крупнейших операторов на рынке розничной торговли Красноярского края и Хакасии. Образована в 1999 году. Развивает 3 формата розничной торговли: гипермаркет, супермаркет, магазин у дома. В составе сети 9 гипермаркетов Аллея, 80 супермаркетов и магазинов шаговой доступности Командор в 11 городах Красноярского края и республики Хакасия, предлагающих широкий выбор свежих продуктов питания и качественных сопутствующих товаров в комфортной обстановке и по хорошим ценам.,micro_comment:Территория присутствия  Красноярский край и Хакасия,sponsored_article:{title:Торговая сеть Командор,text:Территория присутствия  Красноярский край и Хакасия},filial_group:985699289401478,lo;660127;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Командор, сеть супермаркетов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Чернышевского, 63;8(391)2570961;;;info@sm-komandor.ru;http://sm-komandor.ru;92.871138632874;56.033324158041;Торговая сеть Командор (входит в группу компаний Командор) &ndash, один из самых крупнейших операторов на рынке розничной торговли Красноярского края и Хакасии. Образована в 1999 году. Развивает 3 формата розничной торговли: гипермаркет, супермаркет, магазин у дома. В составе сети 9 гипермаркетов Аллея, 80 супермаркетов и магазинов шаговой доступности Командор в 11 городах Красноярского края и республики Хакасия, предлагающих широкий выбор свежих продуктов питания и качественных сопутствующих товаров в комфортной обстановке и по хорошим ценам.,micro_comment:Территория присутствия  Красноярский край и Хакасия,sponsored_article:{title:Торговая сеть Командор,text:Территория присутствия  Красноярский край и Хакасия},filial_group:985699289401478,lo;660043;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Командор, сеть супермаркетов;Торговые комплексы / Спецмагазины;Супермаркеты;Красноярский край;Красноярск;Краснодарская, 8;8(391)2570955;;;info@sm-komandor.ru;http://sm-komandor.ru;92.940555535927;56.046169847513;Торговая сеть Командор (входит в группу компаний Командор) &ndash, один из самых крупнейших операторов на рынке розничной торговли Красноярского края и Хакасии. Образована в 1999 году. Развивает 3 формата розничной торговли: гипермаркет, супермаркет, магазин у дома. В составе сети 9 гипермаркетов Аллея, 80 супермаркетов и магазинов шаговой доступности Командор в 11 городах Красноярского края и республики Хакасия, предлагающих широкий выбор свежих продуктов питания и качественных сопутствующих товаров в комфортной обстановке и по хорошим ценам.,micro_comment:Территория присутствия  Красноярский край и Хакасия,sponsored_article:{title:Торговая сеть Командор,text:Территория присутствия  Красноярский край и Хакасия},filial_group:985699289401478,lo;660005;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;08:00-00:00;;Наличный расчет, Visa, Mastercard;RUB;;;
9,85692E+14;Березовский, сеть фирменных магазинов;Продукты питания / Напитки;Хлебобулочные изделия;Красноярский край;Красноярск;Металлургов проспект, 55а\4;;;;;;92.948697941896;56.045886751953;;660133;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;08:00-20:00;;Наличный расчет;RUB;;;
9,85692E+14;Магазин фруктов и овощей на ул. Сергея Лазо, 28\1;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Сергея Лазо, 28\1;;;;;;92.955077842674;56.044728540909;;660133;10:00-22:00;;10:00-22:00;;10:00-22:00;;10:00-22:00;;10:00-22:00;;10:00-22:00;;10:00-22:00;;Наличный расчет;RUB;;;
9,85692E+14;Магазин морепродуктов на проспекте Металлургов, 51ж\3;Продукты питания / Напитки;Рыба / Морепродукты;Красноярский край;Красноярск;Металлургов проспект, 51ж\3;;;;;;92.950421994637;56.047101628043;;660133;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;10:00-19:00;;Наличный расчет;RUB;;;
9,85692E+14;Магазин фруктов и овощей на ул. Сергея Лазо, 4г\2;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Сергея Лазо, 4г\2;;;;;;92.950833446661;56.047415409762;;660133;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Магазин овощей и фруктов на проспекте Металлургов, 51а\6;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Металлургов проспект, 51а\6;;;;;;92.953564776074;56.048372272348;;660133;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Свеженькая рыбка, магазин;Продукты питания / Напитки;Рыба / Морепродукты;Красноярский край;Красноярск;Металлургов проспект, 39а\4;;;;;;92.960365003834;56.052906483965;;660073;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Киоск по продаже фруктов и овощей, Советский район;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Воронова, 24а\3 киоск;;;;;;92.946510231484;56.057383995805;;660131;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Выходной;;Наличный расчет, Оплата через интернет, Без начиный расчет, Visa, Mastercard, Золотая корона, American Express;RUB;;;
9,85692E+14;Ирбис, ООО;Продукты питания / Напитки;Чай / Кофе;Красноярский край;Красноярск;Малиновского, 25;89535977199, 89332006688;;89332006688;;;92.939028809202;56.049427456002;;660005;09:00-16:00;;09:00-16:00;;09:00-16:00;;09:00-16:00;;09:00-16:00;;Выходной;;Выходной;;Наличный расчет, Без начиный расчет;RUB;;;
9,85692E+14;Магазин мяса на проспекте Металлургов, 39а\3;Продукты питания / Напитки;Мясо / Полуфабрикаты;Красноярский край;Красноярск;Металлургов проспект, 39а\3;;;;;;92.960125043051;56.052756719671;;660073;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Океания, магазин рыбы;Продукты питания / Напитки;Рыба / Морепродукты;Красноярский край;Красноярск;Металлургов проспект, 27\1;;;;;;92.963093020127;56.05596839232;;660073;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;09:00-21:00;;Наличный расчет;RUB;;;
9,85692E+14;Магазин фруктов и овощей на ул. Воронова, 16б\2;Продукты питания / Напитки;Овощи / Фрукты / Ягоды / Грибы;Красноярский край;Красноярск;Воронова, 16Б\2;;;;;;92.953817998781;56.060019500745;;660131;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;10:00-20:00;;Наличный расчет;RUB;;;
